DBA_Name,Batch_ID,PL_Lambda_max,absorbance_peak,SO,T80,SO*T80,NumRotatableBonds,NumHeteroatoms,TDOS2.5,TDOS3.9
DB_13_A_096,,,,,,,3,4,1.55595769,4.768176914
DB_13_A_097,,,,,,,10,7,2.647072511,6.925316982
DB_13_A_098,,,,,,,4,4,0.883081593,2.648151665
DB_13_A_099,,,,,,,6,5,0.905619252,2.836755033
DB_14_A_001,,,,,,,7,8,2.174598028,7.618236416
DB_14_A_002,,,,,,,14,4,0.936450385,4.464224431
DB_14_A_003,,,,,,,6,6,0.400545715,3.240380983
DB_14_A_004,,,,,,,3,4,1.101706367,3.395269463
DB_14_A_005,,,,,,,5,9,0.711706969,2.850283056
DB_14_A_006,,,,,,,6,7,0.58360599,5.361831095
DB_14_A_007,,,,,,,4,6,0.475918009,5.258589201
DB_14_A_008,,,,,,,5,9,1.268360258,7.700969005
DB_14_A_009,,,,,,,6,5,0.292962945,3.662948721
DB_14_A_010,,,,,,,6,11,0.781342803,9.737218136
DB_14_A_011,,,,,,,4,6,1.223183663,4.647649061
DB_14_A_012,,,,,,,9,5,0.495693775,6.208746342
DB_14_A_013,,,,,,,3,6,0.628117563,6.876935799
DB_14_A_014,,,,,,,5,6,0.594036179,5.046531997
DB_14_A_015,,,,,,,6,6,0.574941875,4.895106093
DB_14_A_016,,,,,,,3,3,0.642738675,3.761481606
DB_14_A_017,,,,,,,4,10,2.375089413,8.490586569
DB_14_A_018,,,,,,,5,7,0.508989233,4.354542163
DB_14_A_019,,,,,,,5,9,1.166965551,6.121770581
DB_14_A_020,,,,,,,6,8,0.618950706,7.067592785
DB_14_A_021,,,,,,,9,10,0.653003048,7.06775378
DB_14_A_022,,,,,,,8,8,0.836423668,7.509820077
DB_14_A_023,,,,,,,5,6,1.713091711,6.030524894
DB_14_A_024,,,,,,,5,6,0.782883832,5.33964827
DB_14_A_025,,,,,,,5,6,0.633749304,5.141229999
DB_14_A_026,,,,,,,6,9,0.802241478,8.28851878
DB_14_A_027,,,,,,,4,3,1.138235852,10.46715309
DB_14_A_028,,,,,,,3,6,1.132835105,7.004635375
DB_14_A_029,,,,,,,3,4,1.062770859,4.137615888
DB_14_A_030,,,,,,,9,5,0.818060316,4.128756403
DB_14_A_031,,,,,,,7,5,0.667036759,4.708680515
DB_14_A_032,,,,,,,3,5,1.236061247,5.413853002
DB_14_A_033,,,,,,,7,8,1.111240506,3.200647009
DB_14_A_034,,,,,,,4,3,1.095622822,8.485876092
DB_14_A_035,,,,,,,5,6,0.450484571,4.48945954
DB_14_A_036,,,,,,,8,11,0.647245088,4.511220761
DB_14_A_037,,,,,,,6,7,0.910231697,3.261370871
DB_14_A_038,,,,,,,4,7,0.874937602,6.307072325
DB_14_A_039,,,,,,,3,6,1.135159003,4.814707561
DB_14_A_040,,,,,,,3,3,1.290075247,3.967984933
DB_14_A_041,,,,,,,4,8,1.558048462,4.185373724
DB_14_A_042,,,,,,,5,7,1.552477616,6.566067149
DB_14_A_043,,,,,,,4,6,0.480837268,7.533789157
DB_14_A_044,,,,,,,3,7,1.302164304,5.077502062
DB_14_A_045,,,,,,,3,3,1.994527611,8.336779887
DB_14_A_046,,,,,,,7,4,0.665467052,5.169603012
DB_14_A_047,,,,,,,3,4,1.115796179,3.179807149
DB_14_A_048,,,,,,,3,6,0.617177617,6.365206262
DB_14_A_049,,,,,,,5,8,0.926825937,3.875547588
DB_14_A_050,,,,,,,3,6,1.142987704,4.834062874
DB_14_A_051,,,,,,,4,8,0.754882899,3.428222676
DB_14_A_052,,,,,,,6,6,0.65567019,4.08646811
DB_14_A_053,,,,,,,5,7,0.980857669,3.719821557
DB_14_A_054,,,,,,,6,7,0.572323762,4.051649413
DB_14_A_055,,,,,,,3,7,0.64812636,6.647205418
DB_14_A_056,,,,,,,3,5,1.477049715,4.912283484
DB_14_A_057,,,,,,,4,9,1.131169438,8.352441981
DB_14_A_058,,,,,,,4,7,1.350807496,9.830639876
DB_14_A_059,,,,,,,6,6,1.12767747,3.782122219
DB_14_A_060,,,,,,,3,8,1.171953555,5.06931791
DB_14_A_061,,,,,,,4,7,0.787457439,5.506668187
DB_14_A_062,,,,,,,4,10,0.480329998,6.248351374
DB_14_A_063,,,,,,,4,5,1.014085143,4.985765973
DB_14_A_064,,,,,,,4,4,1.117156765,3.79331735
DB_14_A_065,,,,,,,5,6,0.492964387,4.965271623
DB_14_A_066,,,,,,,5,6,1.219093164,6.261513536
DB_14_A_067,,,,,,,8,7,0.591826435,3.84839791
DB_14_A_068,,,,,,,6,10,0.661551442,6.873025634
DB_14_A_069,,,,,,,3,6,1.219124712,5.385446723
DB_14_A_070,,,,,,,5,6,0.698405259,3.191358495
DB_14_A_071,,,,,,,3,6,1.147465576,5.025926862
DB_14_A_072,,,,,,,6,7,0.378172181,4.847922785
DB_14_A_073,,,,,,,10,4,0.696512709,4.12946879
DB_14_A_074,,,,,,,3,8,0.63347228,4.823596477
DB_14_A_075,,,,,,,7,8,0.404103003,4.95316809
DB_14_A_076,,,,,,,8,4,0.517711796,4.125437492
DB_14_A_077,,,,,,,7,8,0.678062312,5.191207292
DB_14_A_078,,,,,,,3,6,0.576903321,4.623294958
DB_14_A_079,,,,,,,6,3,0.450995642,4.665866317
DB_14_A_080,,,,,,,3,8,0.608569907,4.467893614
DB_14_A_081,,,,,,,3,5,0.621927249,4.366511648
DB_14_A_082,,,,,,,4,6,0.54865779,5.213252135
DB_14_A_083,,,,,,,6,4,0.492330068,8.167986666
DB_14_A_084,,,,,,,4,6,0.519011446,5.603727424
DB_14_A_085,,,,,,,5,7,0.500356124,5.03166095
DB_14_A_086,,,,,,,7,6,0.679867522,3.533056654
DB_14_A_087,,,,,,,5,3,1.049239059,3.174748055
DB_14_A_088,,,,,,,5,5,0.79182891,6.035057389
DB_14_A_089,,,,,,,11,3,0.379162282,3.150288413
DB_14_A_090,,,,,,,7,6,0.359586224,6.348036823
DB_14_A_091,,,,,,,4,3,0.539811255,4.503759175
DB_14_A_092,,,,,,,7,6,0.501508087,5.693124029
DB_14_A_093,,,,,,,5,5,0.522288921,3.727767698
DB_14_A_094,,,,,,,8,10,0.660935559,3.862675722
DB_14_A_095,,,,,,,6,7,0.670810175,4.47174342
DB_14_A_096,,,,,,,3,5,1.231590335,9.380238124
DB_14_A_097,,,,,,,10,8,2.498768986,7.041149373
DB_14_A_098,,,,,,,4,5,0.570050528,3.852767646
DB_14_A_099,,,,,,,6,6,0.594713081,4.010444676
DB_14_A_100,,,,,,,3,4,1.129045872,7.341377078
DB_15_A_001,,,,,,,19,9,1.3498182,7.862315066
DB_15_A_002,,,,,,,26,5,0.179171258,5.000188652
DB_15_A_003,,,,,,,18,7,0.173488963,5.355119174
DB_15_A_004,,,,,,,15,5,0.586839961,4.134584065
DB_15_A_005,,,,,,,17,10,0.517184004,3.794031361
DB_15_A_006,,,,,,,18,8,0.121300835,9.815050067
DB_15_A_007,,,,,,,16,7,0.182883619,5.052735625
DB_15_A_008,,,,,,,17,10,0.461573327,9.257014852
DB_15_A_009,,,,,,,18,6,0.534339725,4.273270814
DB_15_A_010,,,,,,,18,12,0.425781893,12.75551483
DB_15_A_011,,,,,,,16,7,0.970961488,7.362731055
DB_15_A_012,,,,,,,21,6,0.361315056,7.489540139
DB_15_A_013,,,,,,,15,7,0.704842407,7.493318494
DB_15_A_014,,,,,,,17,7,0.449312863,5.753101702
DB_15_A_015,,,,,,,18,7,0.381709353,6.312379953
DB_15_A_016,,,,,,,15,4,0.158379859,4.968783653
DB_15_A_017,,,,,,,16,11,2.823259011,7.772914566
DB_15_A_018,,,,,,,17,8,0.373254324,4.4377296
DB_15_A_019,,,,,,,17,10,1.503459408,6.194663253
DB_15_A_020,,,,,,,18,9,0.479971822,8.41030929
DB_15_A_021,,,,,,,21,11,0.801041756,7.037859009
DB_15_A_022,,,,,,,20,9,0.695661652,8.252375956
DB_15_A_023,,,,,,,17,7,0.749182137,7.06897155
DB_15_A_024,,,,,,,17,7,0.108736046,7.800169413
DB_15_A_025,,,,,,,17,7,0.463949847,5.799099452
DB_15_A_026,,,,,,,18,10,0.880446674,8.938832827
DB_15_A_027,,,,,,,16,4,0.864084085,12.25998454
DB_15_A_028,,,,,,,15,7,0.859311308,9.003304533
DB_15_A_029,,,,,,,15,5,1.190696464,3.952716235
DB_15_A_030,,,,,,,21,6,0.513505556,4.793518622
DB_15_A_031,,,,,,,19,6,0.395560568,6.232316482
DB_15_A_032,,,,,,,15,6,0.937371443,5.999068966
DB_15_A_033,,,,,,,19,9,0.430909246,3.995282388
DB_15_A_034,,,,,,,16,4,0.914972291,10.12051648
DB_15_A_035,,,,,,,17,7,0.898500869,4.839520888
DB_15_A_036,,,,,,,20,12,0.27411863,5.665769444
DB_15_A_037,,,,,,,18,8,0.336878083,4.344848558
DB_15_A_038,,,,,,,16,8,0.317918741,6.835703231
DB_15_A_039,,,,,,,15,7,1.036459771,4.931267885
DB_15_A_040,,,,,,,15,4,0.765778192,5.398654521
DB_15_A_041,,,,,,,16,9,1.756202355,4.361639025
DB_15_A_042,,,,,,,17,8,0.918884568,7.625950334
DB_15_A_043,,,,,,,16,7,0.141638929,7.197204783
DB_15_A_044,,,,,,,15,8,1.821375043,4.61003251
DB_15_A_045,,,,,,,15,4,1.522119971,8.694598729
DB_15_A_046,,,,,,,19,5,0.641695221,6.247491032
DB_15_A_047,,,,,,,15,5,1.039701821,3.393378902
DB_15_A_048,,,,,,,15,7,0.818043056,6.391952249
DB_15_A_049,,,,,,,17,9,0.644817842,4.454911175
DB_15_A_050,,,,,,,15,7,0.162060048,6.654960692
DB_15_A_051,,,,,,,16,9,0.63173404,4.072308528
DB_15_A_052,,,,,,,18,7,0.583885845,4.881286927
DB_15_A_054,,,,,,,18,8,0.076760749,5.06592637
DB_15_A_055,,,,,,,15,8,0.527947873,6.098552019
DB_15_A_056,,,,,,,15,6,0.409812766,5.307299338
DB_15_A_057,,,,,,,16,10,0.851211905,8.622641064
DB_15_A_058,,,,,,,16,8,0.599475154,10.64086345
DB_15_A_059,,,,,,,18,7,0.597480776,4.433914978
DB_15_A_060,,,,,,,15,9,1.029006589,6.137011852
DB_15_A_061,,,,,,,16,8,0.669669621,5.783907254
DB_15_A_062,,,,,,,16,11,0.739485849,5.717830546
DB_15_A_063,,,,,,,16,6,0.299757456,6.073136729
DB_15_A_064,,,,,,,16,5,0.719106001,4.036964525
DB_15_A_065,,,,,,,17,7,0.446096152,5.944756927
DB_15_A_067,,,,,,,20,8,0.496486687,4.633428096
DB_15_A_068,,,,,,,18,11,0.365974799,7.353631007
DB_15_A_069,,,,,,,15,7,1.734236923,4.979792062
DB_15_A_070,,,,,,,17,7,0.445139843,3.99354626
DB_15_A_071,,,,,,,15,7,0.674732395,5.502167449
DB_15_A_072,,,,,,,18,8,0.089692074,6.848363969
DB_15_A_073,,,,,,,22,5,0.079597624,5.907055567
DB_15_A_074,,,,,,,15,9,0.44169886,5.499369917
DB_15_A_075,,,,,,,19,9,0.459829223,5.613401841
DB_15_A_076,,,,,,,20,5,0.075578258,5.341062121
DB_15_A_077,,,,,,,19,9,0.827712571,5.969664069
DB_15_A_078,,,,,,,15,7,0.503135955,5.951250485
DB_15_A_079,,,,,,,18,4,0.053953623,4.93502582
DB_15_A_080,,,,,,,15,9,1.728931585,4.195797171
DB_15_A_081,,,,,,,15,6,0.687293401,5.211895047
DB_15_A_082,,,,,,,16,7,0.32390718,6.339364621
DB_15_A_083,,,,,,,18,5,0.6503169,8.779242589
DB_15_A_084,,,,,,,16,7,0.283755844,6.709932895
DB_15_A_085,,,,,,,17,8,0.403462059,6.079706195
DB_15_A_086,,,,,,,19,7,0.565286369,4.357922961
DB_15_A_087,,,,,,,17,4,0.407774609,3.940905201
DB_15_A_089,,,,,,,23,4,0.549889633,3.780026715
DB_15_A_090,,,,,,,19,7,0.699992818,7.560892451
DB_15_A_091,,,,,,,16,4,0.218059188,6.06415726
DB_15_A_092,,,,,,,19,7,0.464337101,5.821619504
DB_15_A_093,,,,,,,17,6,0.461832006,4.416845011
DB_15_A_094,,,,,,,20,11,0.84380643,4.142644491
DB_15_A_095,,,,,,,18,8,0.518661149,5.007698642
DB_15_A_096,,,,,,,15,6,1.265784358,8.633423235
DB_15_A_097,,,,,,,22,9,2.266696396,7.617700871
DB_15_A_098,,,,,,,16,6,0.677707103,4.163970212
DB_15_A_099,,,,,,,18,7,0.452687003,4.925542444
DB_15_A_100,,,,,,,15,5,0.651468791,8.109305276
DB_16_A_001,,,,,,,20,10,3.630348579,9.396455936
DB_16_A_002,,,,,,,27,6,1.894359252,5.309380334
DB_16_A_003,,,,,,,19,8,1.124349157,5.930071479
DB_16_A_004,,,,,,,16,6,1.94606554,6.220067869
DB_16_A_005,,,,,,,18,11,1.63727377,5.608011928
DB_16_A_006,,,,,,,19,9,1.22790618,7.951188872
DB_16_A_007,,,,,,,17,8,1.275347813,6.37474677
DB_16_A_008,,,,,,,18,11,1.763641373,8.781432098
DB_16_A_009,,,,,,,19,7,1.884130197,6.213869556
DB_16_A_010,,,,,,,19,13,1.377419782,10.24102377
DB_16_A_011,,,,,,,17,8,2.085296492,6.377911157
DB_16_A_012,,,,,,,22,7,1.78126932,8.776874219
DB_16_A_013,,,,,,,16,8,2.018497743,9.192442343
DB_16_A_014,,,,,,,18,8,1.588931275,7.071980587
DB_16_A_015,,,,,,,19,8,1.973263503,7.720286215
DB_16_A_016,,,,,,,16,5,1.732325089,6.131415945
DB_16_A_017,,,,,,,17,12,3.513848469,7.383262261
DB_16_A_018,,,,,,,18,9,1.716134448,5.883289627
DB_16_A_019,,,,,,,18,11,2.053447413,5.459807018
DB_16_A_020,,,,,,,19,10,1.302473139,8.379932537
DB_16_A_021,,,,,,,22,12,1.803743413,8.357764496
DB_16_A_022,,,,,,,21,10,2.075017965,8.843156442
DB_16_A_023,,,,,,,18,8,1.804028753,6.973452737
DB_16_A_024,,,,,,,18,8,0.8483483,7.778167222
DB_16_A_025,,,,,,,18,8,1.940052217,7.822759259
DB_16_A_026,,,,,,,19,11,1.784930036,9.459393355
DB_16_A_027,,,,,,,17,5,2.030478364,12.51152312
DB_16_A_028,,,,,,,16,8,2.277779692,8.531852232
DB_16_A_029,,,,,,,16,6,1.952197936,4.993670112
DB_16_A_030,,,,,,,22,7,1.776709525,6.586634027
DB_16_A_031,,,,,,,20,7,2.00353632,7.779624106
DB_16_A_032,,,,,,,16,7,1.640634034,6.415611665
DB_16_A_033,,,,,,,20,10,1.607561655,5.637058919
DB_16_A_034,,,,,,,17,5,1.988538552,10.96995996
DB_16_A_035,,,,,,,18,8,1.975760385,6.958822182
DB_16_A_036,,,,,,,21,13,1.437790954,6.201181647
DB_16_A_037,,,,,,,19,9,1.511730382,5.927397158
DB_16_A_038,,,,,,,17,9,1.50586933,7.142473952
DB_16_A_039,,,,,,,16,8,1.692027064,6.834709366
DB_16_A_040,,,,,,,16,5,1.994603267,6.250284121
DB_16_A_041,,,,,,,17,10,2.961462682,6.385818107
DB_16_A_042,,,,,,,18,9,2.489122337,7.834570479
DB_16_A_043,,,,,,,17,8,1.392221283,6.914593714
DB_16_A_044,,,,,,,16,9,1.91439629,5.871267098
DB_16_A_045,,,,,,,16,5,2.470738425,9.717122087
DB_16_A_046,,,,,,,20,6,1.806079544,7.898144839
DB_16_A_047,,,,,,,16,6,2.019598617,5.262628805
DB_16_A_048,,,,,,,16,8,1.941497754,7.579697415
DB_16_A_049,,,,,,,18,10,1.927236732,6.707237092
DB_16_A_050,,,,,,,16,8,1.590556957,7.081222016
DB_16_A_051,,,,,,,17,10,1.430526921,5.704212161
DB_16_A_052,,,,,,,19,8,1.920812722,6.040005118
DB_16_A_053,,,,,,,18,9,1.886406764,6.281621569
DB_16_A_054,,,,,,,19,9,0.933614803,5.140496537
DB_16_A_055,,,,,,,16,9,1.898422777,7.333791664
DB_16_A_056,,,,,,,16,7,1.742618393,6.507058662
DB_16_A_057,,,,,,,17,11,1.697388018,9.859754904
DB_16_A_058,,,,,,,17,9,1.093564286,9.909931382
DB_16_A_059,,,,,,,19,8,1.969454843,6.752253757
DB_16_A_060,,,,,,,16,10,1.831993356,8.921273309
DB_16_A_062,,,,,,,17,12,1.882101855,8.55833788
DB_16_A_063,,,,,,,17,7,2.00390933,7.142252788
DB_16_A_064,,,,,,,17,6,1.836442624,6.917209706
DB_16_A_065,,,,,,,18,8,1.72643979,8.258324091
DB_16_A_066,,,,,,,18,8,2.183013957,8.499078667
DB_16_A_067,,,,,,,21,9,1.847406124,6.99387793
DB_16_A_068,,,,,,,19,12,1.543750712,9.673636208
DB_16_A_069,,,,,,,16,8,2.022896882,6.949834968
DB_16_A_070,,,,,,,18,8,1.76972362,5.610995454
DB_16_A_071,,,,,,,16,8,1.467749824,6.001891177
DB_16_A_072,,,,,,,19,9,1.411315963,6.745995439
DB_16_A_073,,,,,,,23,6,1.009670195,5.577257342
DB_16_A_074,,,,,,,16,10,1.433648544,7.142579972
DB_16_A_075,,,,,,,20,10,1.589592608,7.142573174
DB_16_A_076,,,,,,,21,6,1.464751092,6.111206963
DB_16_A_077,,,,,,,20,10,2.038316551,6.274393165
DB_16_A_078,,,,,,,16,8,1.92997297,7.71921067
DB_16_A_079,,,,,,,19,5,1.289399234,5.828008054
DB_16_A_080,,,,,,,16,10,1.929436397,5.784884373
DB_16_A_081,,,,,,,16,7,1.704599057,6.381495139
DB_16_A_082,,,,,,,17,8,1.715628472,8.16556851
DB_16_A_083,,,,,,,19,6,1.848154108,9.25324915
DB_16_A_084,,,,,,,17,8,1.173028315,7.020071343
DB_16_A_085,,,,,,,18,9,1.859277212,6.35544039
DB_16_A_086,,,,,,,20,8,1.795551663,5.953758117
DB_16_A_087,,,,,,,18,5,1.616519486,5.674866554
DB_16_A_088,,,,,,,18,7,1.641523812,6.882911578
DB_16_A_089,,,,,,,24,5,2.021740445,5.839656061
DB_16_A_090,,,,,,,20,8,1.483399903,6.745228047
DB_16_A_091,,,,,,,17,5,1.923422963,7.167617104
DB_16_A_092,,,,,,,20,8,1.366789034,7.342047153
DB_16_A_093,,,,,,,18,7,1.915905931,6.422508426
DB_16_A_094,,,,,,,21,12,2.024988253,6.420565194
DB_16_A_095,,,,,,,19,9,1.871615435,7.149152818
DB_16_A_096,,,,,,,16,7,2.165725148,9.061230705
DB_16_A_097,,,,,,,23,10,3.810200315,10.19487296
DB_16_A_098,,,,,,,17,7,2.026561034,6.035494612
DB_16_A_099,,,,,,,19,8,1.85055246,6.302638001
DB_16_A_100,,,,,,,16,6,1.908380067,8.485356266
DB_17_A_001,,,,,,,20,10,3.594302721,10.60946995
DB_17_A_002,,,,,,,27,6,1.941028842,7.171111347
DB_17_A_003,,,,,,,19,8,0.875168292,8.071728864
DB_17_A_004,,,,,,,16,6,1.561674807,7.450315109
DB_17_A_005,,,,,,,18,11,2.030817736,7.444954586
DB_17_A_006,,,,,,,19,9,0.723367395,13.55659889
DB_17_A_007,,,,,,,17,8,1.686032575,8.453685262
DB_17_A_008,,,,,,,18,11,2.130527459,10.67043316
DB_17_A_009,,,,,,,19,7,2.00258947,7.76904912
DB_17_A_010,,,,,,,19,13,1.165831918,12.31173313
DB_17_A_011,,,,,,,17,8,1.875862544,7.497880806
DB_17_A_012,,,,,,,22,7,2.010355284,9.97002283
DB_17_A_013,,,,,,,16,8,2.01605723,10.00350209
DB_17_A_014,,,,,,,18,8,1.930638914,8.233196863
DB_17_A_015,,,,,,,19,8,1.584904562,9.020777377
DB_17_A_016,,,,,,,16,5,1.316084505,7.903800786
DB_17_A_017,,,,,,,17,12,4.68222267,9.048775807
DB_17_A_018,,,,,,,18,9,2.01826486,7.433623863
DB_17_A_019,,,,,,,18,11,2.106345932,6.757517824
DB_17_A_020,,,,,,,19,10,1.93449613,10.25333461
DB_17_A_021,,,,,,,22,12,2.086095724,10.0240512
DB_17_A_022,,,,,,,21,10,1.504600045,11.39608837
DB_17_A_023,,,,,,,18,8,1.943346637,8.224015282
DB_17_A_024,,,,,,,18,8,1.894074084,9.701673838
DB_17_A_025,,,,,,,18,8,2.031536094,8.295497495
DB_17_A_026,,,,,,,19,11,2.103185428,10.47507432
DB_17_A_027,,,,,,,17,5,2.109738982,16.7638176
DB_17_A_028,,,,,,,16,8,2.258239523,11.8990606
DB_17_A_030,,,,,,,22,7,1.269607378,8.037647193
DB_17_A_031,,,,,,,20,7,2.017132117,9.194220917
DB_17_A_032,,,,,,,16,7,2.053776781,7.768846456
DB_17_A_033,,,,,,,20,10,1.658255761,7.452879426
DB_17_A_034,,,,,,,17,5,1.718476953,12.38445992
DB_17_A_035,,,,,,,18,8,1.731557275,7.764404065
DB_17_A_036,,,,,,,21,13,1.945418502,8.011634761
DB_17_A_037,,,,,,,19,9,1.417413016,7.817656212
DB_17_A_038,,,,,,,17,9,1.921951272,9.295532991
DB_17_A_039,,,,,,,16,8,2.053092468,7.45921869
DB_17_A_040,,,,,,,16,5,2.095863008,7.974325946
DB_17_A_041,,,,,,,17,10,3.116962919,7.020757087
DB_17_A_042,,,,,,,18,9,2.223334458,9.976671015
DB_17_A_043,,,,,,,17,8,1.353512737,8.940043719
DB_17_A_044,,,,,,,16,9,1.812139917,5.142774406
DB_17_A_045,,,,,,,16,5,2.731605199,10.40342381
DB_17_A_046,,,,,,,20,6,1.998027688,9.271643077
DB_17_A_047,,,,,,,16,6,2.068882393,6.92014628
DB_17_A_048,,,,,,,16,8,1.89312722,8.257333759
DB_17_A_049,,,,,,,18,10,1.638725845,7.353242939
DB_17_A_050,,,,,,,16,8,1.660958332,8.992565041
DB_17_A_051,,,,,,,17,10,2.011518776,7.22571787
DB_17_A_052,,,,,,,19,8,1.696568928,8.317406614
DB_17_A_053,,,,,,,18,9,1.986250663,7.972506654
DB_17_A_054,,,,,,,19,9,1.055007648,7.416616056
DB_17_A_055,,,,,,,16,9,1.632216142,8.450821848
DB_17_A_056,,,,,,,16,7,1.872915484,7.837997878
DB_17_A_057,,,,,,,17,11,1.826600484,10.96547022
DB_17_A_058,,,,,,,17,9,2.073926714,11.80512552
DB_17_A_059,,,,,,,19,8,2.01003155,7.490927838
DB_17_A_060,,,,,,,16,10,1.981999484,7.869025973
DB_17_A_061,,,,,,,17,9,2.09176582,8.207273612
DB_17_A_062,,,,,,,17,12,1.999268246,9.649991778
DB_17_A_063,,,,,,,17,7,1.638811497,8.992562281
DB_17_A_064,,,,,,,17,6,2.017272749,8.53214845
DB_17_A_065,,,,,,,18,8,1.607601435,10.07879218
DB_17_A_066,,,,,,,18,8,2.358520324,9.470866927
DB_17_A_067,,,,,,,21,9,1.923759753,7.749120512
DB_17_A_068,,,,,,,19,12,1.987857135,11.16535513
DB_17_A_070,,,,,,,18,8,2.010167945,7.206871591
DB_17_A_071,,,,,,,16,8,1.842580592,7.521136297
DB_17_A_072,,,,,,,19,9,1.670134455,9.242060048
DB_17_A_073,,,,,,,23,6,1.566432189,7.381762792
DB_17_A_074,,,,,,,16,10,2.017791411,8.453931943
DB_17_A_075,,,,,,,20,10,2.006011748,8.700790457
DB_17_A_076,,,,,,,21,6,1.49592758,7.3386828
DB_17_A_077,,,,,,,20,10,2.047585526,6.991515492
DB_17_A_078,,,,,,,16,8,1.947607393,9.255144652
DB_17_A_079,,,,,,,19,5,0.92950105,7.27452857
DB_17_A_080,,,,,,,16,10,1.960846472,5.63796951
DB_17_A_081,,,,,,,16,7,1.97434533,7.695805654
DB_17_A_082,,,,,,,17,8,2.020748103,9.095866296
DB_17_A_083,,,,,,,19,6,2.021226475,10.67956891
DB_17_A_084,,,,,,,17,8,1.711164065,8.929257724
DB_17_A_085,,,,,,,18,9,1.260151735,8.258612535
DB_17_A_086,,,,,,,20,8,1.931271348,7.81735377
DB_17_A_087,,,,,,,18,5,1.980018937,7.286967823
DB_17_A_088,,,,,,,18,7,1.918305997,8.501724286
DB_17_A_089,,,,,,,24,5,1.72878032,7.66224387
DB_17_A_090,,,,,,,20,8,1.810589382,8.670931537
DB_17_A_091,,,,,,,17,5,1.089564737,8.747501606
DB_17_A_092,,,,,,,20,8,1.992989453,8.947441072
DB_17_A_093,,,,,,,18,7,2.01399845,7.639562241
DB_17_A_094,,,,,,,21,12,1.949069188,6.984049941
DB_17_A_095,,,,,,,19,9,2.014583681,7.861969622
DB_17_A_096,,,,,,,16,7,2.226781351,10.74858125
DB_17_A_097,,,,,,,23,10,3.810450753,10.39701022
DB_17_A_098,,,,,,,17,7,2.102730893,6.728340388
DB_17_A_099,,,,,,,19,8,1.814914154,7.964574748
DB_17_A_100,,,,,,,16,6,2.049032138,10.1988775
DB_18_A_001,,,,,,,20,11,3.432921849,11.15114699
DB_18_A_002,,,,,,,27,7,1.547855567,7.725640736
DB_18_A_003,,,,,,,19,9,1.286991262,8.093211316
DB_18_A_004,,,,,,,16,7,1.992175814,6.381229113
DB_18_A_005,,,,,,,18,12,1.922388143,6.673362656
DB_18_A_006,,,,,,,19,10,2.007266612,11.13469073
DB_18_A_007,,,,,,,17,9,1.841711887,8.518770324
DB_18_A_008,,,,,,,18,12,2.196721452,11.57771575
DB_18_A_009,,,,,,,19,8,1.817196322,7.452197035
DB_18_A_010,,,,,,,19,14,1.758827267,14.60647504
DB_18_A_011,,,,,,,17,9,2.155156514,7.220995571
DB_18_A_012,,,,,,,22,8,1.751180239,9.98048618
DB_18_A_013,,,,,,,16,9,1.830047237,10.0760596
DB_18_A_014,,,,,,,18,9,1.612663686,8.399275299
DB_18_A_015,,,,,,,19,9,1.857516532,8.942115268
DB_18_A_016,,,,,,,16,6,1.469890283,8.977368395
DB_18_A_017,,,,,,,17,13,3.786954133,13.62038528
DB_18_A_018,,,,,,,18,10,1.720656692,7.667351854
DB_18_A_019,,,,,,,18,12,2.197964424,7.186264666
DB_18_A_020,,,,,,,19,11,1.658138651,10.08782898
DB_18_A_021,,,,,,,22,13,1.993381902,9.162123326
DB_18_A_022,,,,,,,21,11,2.209663195,12.17250836
DB_18_A_023,,,,,,,18,9,2.115263022,9.232270396
DB_18_A_024,,,,,,,18,9,1.385925358,10.70817508
DB_18_A_025,,,,,,,18,9,2.004629715,8.233989088
DB_18_A_026,,,,,,,19,12,2.074524013,11.24662047
DB_18_A_027,,,,,,,17,6,2.490486334,15.79334857
DB_18_A_028,,,,,,,16,9,2.364267847,12.60647643
DB_18_A_029,,,,,,,16,7,2.116239052,6.679320927
DB_18_A_030,,,,,,,22,8,2.020311137,7.677555171
DB_18_A_031,,,,,,,20,8,1.777698337,8.646807224
DB_18_A_032,,,,,,,16,8,2.119786232,8.09373784
DB_18_A_033,,,,,,,20,11,2.046122621,6.291362939
DB_18_A_034,,,,,,,17,6,2.270575998,13.99172714
DB_18_A_035,,,,,,,18,9,1.936781892,7.084226836
DB_18_A_036,,,,,,,21,14,1.830511716,8.586495341
DB_18_A_037,,,,,,,19,10,1.337298259,7.988045419
DB_18_A_038,,,,,,,17,10,1.991178015,9.433945995
DB_18_A_039,,,,,,,16,9,2.04317476,6.957900574
DB_18_A_040,,,,,,,16,6,2.122686811,7.984043236
DB_18_A_041,,,,,,,17,11,3.242392599,6.718292336
DB_18_A_042,,,,,,,18,10,2.70245692,10.54358544
DB_18_A_043,,,,,,,17,9,1.475135937,11.79614051
DB_18_A_044,,,,,,,16,10,2.202679656,6.043493067
DB_18_A_045,,,,,,,16,6,2.73248251,11.09794092
DB_18_A_046,,,,,,,20,7,1.606572506,8.991931547
DB_18_A_047,,,,,,,16,7,2.129306452,6.00285807
DB_18_A_048,,,,,,,16,9,2.057341983,8.610699407
DB_18_A_049,,,,,,,18,11,2.032958677,5.974985937
DB_18_A_050,,,,,,,16,9,1.846362658,9.742429944
DB_18_A_051,,,,,,,17,11,1.596676453,6.998088409
